# Generated from SKA1_Low_rev_04.txt
C74	116.762447	-26.825797
C75	116.765583	-26.824934
C76	116.766672	-26.826383
C77	116.766732	-26.826764
C78	116.762290	-26.822299
C79	116.765934	-26.826892
C80	116.761226	-26.823724
C81	116.765360	-26.827718
C82	116.762932	-26.826943
C83	116.767687	-26.823288
C84	116.762564	-26.826693
C85	116.766746	-26.822920
C86	116.763475	-26.827194
C87	116.761812	-26.825572
C88	116.765077	-26.827269
C89	116.762764	-26.822591
C90	116.761117	-26.824152
C91	116.762556	-26.827173
C92	116.761369	-26.824535
C93	116.763078	-26.821809
C95	116.761767	-26.824156
C96	116.761506	-26.823071
C97	116.765532	-26.822438
C98	116.767486	-26.824197
C99	116.765807	-26.827370
C100	116.765717	-26.826545
C101	116.763715	-26.821861
C102	116.763272	-26.822483
C103	116.767244	-26.825778
C104	116.766379	-26.822244
C105	116.763957	-26.822337
C106	116.761789	-26.822716
C107	116.767232	-26.823736
C108	116.761955	-26.825102
C109	116.765983	-26.822072
C110	116.765069	-26.822024
C111	116.762375	-26.826187
C112	116.764569	-26.827266
C113	116.763212	-26.827542
C114	116.761931	-26.823224
C115	116.761272	-26.825929
C117	116.766244	-26.826414
C119	116.767024	-26.823217
C120	116.766895	-26.825440
C121	116.761788	-26.823597
C123	116.766485	-26.823242
C124	116.767679	-26.824833
C125	116.762143	-26.826809
C126	116.767280	-26.826377
C128	116.761985	-26.826452
C129	116.761332	-26.825511
C130	116.763987	-26.827542
C132	116.766392	-26.827007
C133	116.767162	-26.822703
C135	116.761243	-26.825126
C137	116.762374	-26.822766
C138	116.764748	-26.821506
C139	116.762933	-26.822242
C140	116.761968	-26.826064
C141	116.767159	-26.826795
C142	116.764192	-26.827088
C143	116.766459	-26.827403
C144	116.767848	-26.824395
C145	116.766970	-26.826075
C146	116.766436	-26.822620
C147	116.767323	-26.824621
C148	116.764402	-26.822368
C149	116.766795	-26.822394
C150	116.766813	-26.823602
C151	116.760889	-26.824480
C153	116.769236	-26.825371
C154	116.760042	-26.825951
C155	116.765148	-26.820641
C156	116.765447	-26.828510
C158	116.763978	-26.828378
C160	116.760507	-26.826650
C161	116.763966	-26.820430
C162	116.761501	-26.822426
C163	116.768119	-26.827043
C164	116.766850	-26.828135
C165	116.769208	-26.824569
C166	116.765469	-26.820938
C167	116.766143	-26.827722
C168	116.760602	-26.823585
C170	116.760463	-26.823188
C171	116.766447	-26.827991
C172	116.766017	-26.828197
C173	116.764573	-26.829054
C175	116.762459	-26.821027
C176	116.760885	-26.822652
C177	116.763287	-26.828461
C179	116.764477	-26.820875
C180	116.768169	-26.823369
C181	116.768230	-26.824059
C183	116.767109	-26.821104
C184	116.762016	-26.828384
C185	116.761514	-26.827145
C186	116.760678	-26.824086
C187	116.768389	-26.825627
C190	116.769080	-26.824058
C191	116.764935	-26.828164
C192	116.761052	-26.827534
C193	116.763606	-26.820649
C194	116.761980	-26.827741
C195	116.766841	-26.821405
C197	116.764553	-26.827984
C198	116.768797	-26.825314
C199	116.760577	-26.822271
C200	116.767322	-26.825361
C201	116.763258	-26.828950
C202	116.763604	-26.828026
C203	116.759750	-26.824688
C204	116.765413	-26.828909
C205	116.760369	-26.824566
C206	116.765508	-26.828113
C207	116.766176	-26.820395
C208	116.765702	-26.820248
C212	116.767078	-26.820713
C213	116.759464	-26.825520
C214	116.760274	-26.825540
C216	116.759402	-26.826015
C217	116.759086	-26.825730
C219	116.768109	-26.828260
C222	116.767327	-26.828267
C223	116.768055	-26.827829
C224	116.767224	-26.827883
E8-1	116.811683	-26.836388
E8-2	116.812284	-26.836178
E8-3	116.811179	-26.836101
E8-4	116.812144	-26.835751
E8-5	116.811687	-26.835706
E8-6	116.811129	-26.835634
E9-1	116.826079	-26.810290
E9-2	116.826504	-26.809972
E9-3	116.826045	-26.809788
E9-4	116.826879	-26.809624
E9-5	116.826498	-26.809402
E9-6	116.825966	-26.809401
S8-1	116.729639	-26.856153
S8-2	116.730078	-26.856129
S8-3	116.730502	-26.855790
S8-4	116.730118	-26.855581
S8-5	116.729681	-26.855455
S8-6	116.730024	-26.855109
S9-1	116.747885	-26.880805
S9-2	116.747333	-26.880622
S9-3	116.747872	-26.880351
S9-4	116.747230	-26.880215
S9-5	116.748383	-26.879980
S9-6	116.747490	-26.879883
N8-1	116.751513	-26.782976
N8-2	116.752352	-26.782669
N8-3	116.751288	-26.782609
N8-4	116.751784	-26.782449
N8-5	116.751397	-26.782231
N8-6	116.752122	-26.782098
N9-1	116.719376	-26.784570
N9-2	116.719682	-26.784264
N9-3	116.718774	-26.784203
N9-4	116.719252	-26.784088
N9-5	116.719524	-26.783716
N9-6	116.718899	-26.783682
E10-1	116.834725	-26.861834
E10-2	116.834280	-26.861644
E10-3	116.835382	-26.861594
E10-4	116.834755	-26.861254
E10-5	116.834417	-26.860904
E10-6	116.835250	-26.860855
E12-1	116.859808	-26.912269
E12-2	116.859315	-26.911944
E12-3	116.858670	-26.911880
E12-4	116.859718	-26.911682
E12-5	116.859275	-26.911501
E12-6	116.858812	-26.911492
E14-1	116.993240	-26.786008
E14-2	116.992616	-26.785601
E14-3	116.993028	-26.785565
E14-4	116.993702	-26.785412
E14-5	116.992888	-26.785042
E14-6	116.993572	-26.785069
E16-1	117.195237	-26.952418
E16-2	117.194734	-26.952237
E16-3	117.195934	-26.952145
E16-4	117.194970	-26.951879
E16-5	117.195414	-26.951769
E16-6	117.194981	-26.951500
S10-1	116.693454	-26.863716
S10-2	116.693658	-26.863341
S10-3	116.694108	-26.863305
S10-4	116.693283	-26.863136
S10-5	116.693721	-26.862824
S10-6	116.693159	-26.862750
S12-1	116.621864	-26.865563
S12-2	116.621267	-26.865405
S12-3	116.620832	-26.865256
S12-4	116.621577	-26.865142
S12-5	116.621303	-26.864780
S12-6	116.621745	-26.864643
S14-1	116.697431	-27.012275
S14-2	116.697121	-27.011970
S14-3	116.697649	-27.011833
S14-4	116.698069	-27.011711
S14-5	116.697052	-27.011566
S14-6	116.697623	-27.011219
S16-1	116.479592	-27.059862
S16-2	116.479038	-27.059709
S16-3	116.480041	-27.059609
S16-4	116.479561	-27.059340
S16-5	116.478883	-27.059346
S16-6	116.479322	-27.059025
N10-1	116.762949	-26.751126
N10-2	116.762523	-26.751069
N10-3	116.762136	-26.750902
N10-4	116.763015	-26.750699
N10-5	116.762605	-26.750563
N10-6	116.762283	-26.750275
N11-1	116.805197	-26.722019
N11-2	116.804765	-26.721870
N11-3	116.805263	-26.721612
N11-4	116.804859	-26.721481
N11-5	116.805682	-26.721426
N11-6	116.805147	-26.721005
N14-1	116.625799	-26.661719
N14-2	116.626192	-26.661540
N14-3	116.625861	-26.661214
N14-4	116.625419	-26.661186
N14-5	116.626134	-26.660853
N14-6	116.625491	-26.660743
N16-1	116.658913	-26.498395
N16-2	116.659686	-26.498144
N16-3	116.659045	-26.497944
N16-4	116.659577	-26.497756
N16-5	116.658634	-26.497699
N16-6	116.659076	-26.497529
