# Generated from SKA1_Mid_rev_04.txt
Centre	21.443803	-30.712925
SKA001	21.449412	-30.713290
SKA008	20.597375	-30.308659
SKA009	21.423604	-30.360973
SKA013	21.576635	-30.560850
SKA014	21.568520	-30.622578
SKA015	21.374214	-30.638584
SKA016	21.325844	-30.643727
SKA019	21.276855	-30.658922
SKA025	21.231024	-30.686055
SKA027	21.551131	-30.694973
SKA028	21.429935	-30.701127
SKA030	21.439049	-30.702356
SKA032	21.464587	-30.702805
SKA033	21.444470	-30.704982
SKA035	21.440989	-30.706517
SKA036	21.445301	-30.707820
SKA038	21.440591	-30.708913
SKA039	21.443686	-30.709254
SKA040	21.434629	-30.709314
SKA041	21.441639	-30.710690
SKA042	21.445120	-30.711168
SKA043	21.439090	-30.711278
SKA044	21.443764	-30.711280
SKA045	21.452280	-30.711729
SKA046	21.444359	-30.711825
SKA048	21.442356	-30.712025
SKA049	21.443574	-30.712107
SKA050	21.444437	-30.712193
SKA051	21.443917	-30.712207
SKA052	21.442626	-30.712210
SKA054	21.447335	-30.712406
SKA055	21.441658	-30.712409
SKA061	21.445672	-30.712552
SKA063	21.435243	-30.712648
SKA067	21.445117	-30.712941
SKA068	21.441913	-30.712950
SKA070	21.458393	-30.712991
SKA075	21.443936	-30.713328
SKA077	21.440038	-30.713405
SKA079	21.443595	-30.713434
SKA081	21.444612	-30.713603
SKA082	21.444050	-30.713665
SKA083	21.437757	-30.713717
SKA089	21.445795	-30.714160
SKA091	21.443552	-30.714778
SKA092	21.447484	-30.714879
SKA093	21.442161	-30.714887
SKA095	21.439897	-30.715680
SKA096	21.455538	-30.715743
SKA097	21.443939	-30.716027
SKA098	21.437642	-30.716174
SKA099	21.444992	-30.716377
SKA100	21.449036	-30.717223
SKA101	21.444662	-30.718358
SKA102	21.436356	-30.718740
SKA103	21.440217	-30.719265
SKA104	21.447266	-30.720233
SKA106	21.432849	-30.720913
SKA108	21.433899	-30.725179
SKA109	21.437646	-30.729515
SKA113	21.391708	-30.736333
SKA123	21.423691	-30.841585
SKA125	21.458958	-30.865290
SKA126	21.527001	-30.879612
